HON,length,start,end,hits,distance
New_NPC (1),0.079,1162.829,1162.908,8,4.398
Terrain,0.431,1162.919,1163.35,40,30.756
SingleZebraPrefab,0.067,1163.361,1163.428,7,32.548
Terrain,0.08,1163.439,1163.519,8,31.611
SingleZebraPrefab,0.097,1163.531,1163.628,9,32.283
Terrain,0.012,1163.639,1163.651,3,31.698
SingleZebraPrefab,0.21,1163.662,1163.872,19,32.783
Terrain,0.267,1163.883,1164.15,25,28.821
New_NPC (1),0.0,1164.161,1164.161,1,4.666
face_1,0.0,1164.172,1164.172,1,4.737
NPC-625,0.0,1164.183,1164.183,1,5.473
face_1,0.022,1164.195,1164.217,3,4.704
Bush_b1_4x4x4_PF_baked_single (4),0.111,1164.239,1164.35,11,68.131
baum ld2(enhanced),0.0,1164.361,1164.361,1,64.1
face_625,0.022,1164.372,1164.394,3,5.693
face_1,0.069,1164.405,1164.474,8,4.723
face_625,0.066,1164.484,1164.55,6,5.689
face_1,0.0,1164.563,1164.563,1,4.719
face_625,0.042,1164.575,1164.617,5,5.712
EU_TrafficLight_01 (1),0.0,1164.639,1164.639,1,33.38
face_1,0.002,1164.651,1164.653,2,4.766
New_NPC (1),0.531,1164.663,1165.194,48,4.595
face_1,0.0,1165.205,1165.205,1,4.837
NPC-625,0.111,1165.216,1165.327,11,5.611
face_1,0.002,1165.339,1165.341,2,4.9
New_NPC (1),0.327,1165.351,1165.678,30,4.711
face_1,0.0,1165.69,1165.69,1,4.966
New_NPC (1),0.0,1165.701,1165.701,1,4.768
face_1,0.041,1165.713,1165.754,5,4.966
New_NPC (1),0.274,1165.766,1166.04,25,4.905
Park_Streight (3),0.001,1166.06,1166.061,2,42.134
New_NPC (1),0.158,1166.082,1166.24,16,4.934
Terrain,0.239,1166.26,1166.499,21,13.39
metalBench (1),0.0,1166.511,1166.511,1,8.667
Terrain,0.252,1166.523,1166.775,24,11.488
metalBench (2),0.184,1166.786,1166.97,17,6.546
Terrain,0.0,1166.981,1166.981,1,9.818
metalBench (2),0.056,1166.992,1167.048,6,6.218
NPC-627,0.158,1167.058,1167.216,15,3.288
metalBench (2),0.023,1167.227,1167.25,3,5.951
Terrain,0.024,1167.261,1167.285,4,11.096
metalBench (1),0.01,1167.296,1167.306,2,7.581
Sitting_NPC (412),0.0,1167.318,1167.318,1,7.811
metalBench (1),0.156,1167.329,1167.485,15,7.555
Terrain,0.296,1167.496,1167.792,6,15.465
Park_Streight (3),0.0,1167.802,1167.802,1,40.175
SingleZebraPrefab,0.0,1167.814,1167.814,1,29.34
Terrain,0.0,1167.827,1167.827,1,17.862
SingleZebraPrefab,0.0,1167.839,1167.839,1,37.698
New_NPC (42),0.001,1167.851,1167.852,2,6.606
Terrain,0.0,1167.863,1167.863,1,21.194
New_NPC (42),0.0,1167.874,1167.874,1,6.596
SingleZebraPrefab,0.0,1167.886,1167.886,1,32.059
New_NPC (42),0.012,1167.898,1167.91,2,6.508
face_211,0.0,1167.926,1167.926,1,10.036
NPC (211)(Clone),0.002,1167.948,1167.95,2,9.877
NPC-625,0.179,1167.971,1168.15,18,7.047
New_NPC (1),0.002,1168.17,1168.172,2,6.344
NPC-625,0.091,1168.193,1168.284,10,6.955
New_NPC (42),0.026,1168.303,1168.329,4,5.901
NPC (211)(Clone),0.002,1168.348,1168.35,2,10.032
New_NPC (42),0.14,1168.37,1168.51,14,5.781
NPC-625,0.0,1168.732,1168.732,1,6.301
face_625,0.0,1168.744,1168.744,1,6.599
NPC-625,0.456,1168.755,1169.211,42,6.229
face_625,0.163,1169.223,1169.386,16,6.052
NPC-625,0.443,1169.398,1169.841,41,5.862
New_NPC (42),0.448,1170.068,1170.516,41,5.272
Terrain,0.035,1170.528,1170.563,5,15.267
NPC (211)(Clone),0.0,1170.574,1170.574,1,10.853
Terrain,0.135,1170.585,1170.72,13,17.031
SingleZebraPrefab,0.0,1170.731,1170.731,1,23.578
PlantPot_A (11),0.044,1170.742,1170.786,5,9.652
Terrain,0.0,1170.797,1170.797,1,11.972
metalBench,0.044,1170.808,1170.852,5,7.225
Terrain,0.349,1170.863,1171.212,32,11.786
metalBench (1),0.178,1171.223,1171.401,17,4.847
Terrain,0.136,1171.413,1171.549,13,7.974
Park_Streight (3),0.0,1171.897,1171.897,1,39.565
Park_Sidewalk_Corner_B,0.0,1171.909,1171.909,1,47.724
Park_Streight (3),0.0,1171.921,1171.921,1,41.097
baum ld1 mobile (4),0.0,1171.932,1171.932,1,48.419
Park_Streight (3),0.0,1171.944,1171.944,1,35.052
SingleZebraPrefab,0.0,1171.956,1171.956,1,34.786
baum ld1 mobile (4),0.0,1171.967,1171.967,1,50.543
Park_Streight (3),0.035,1171.978,1172.013,4,38.624
Park_Sidewalk_Corner_B,0.0,1172.024,1172.024,1,46.885
baum ld0(enhanced),0.0,1172.036,1172.036,1,37.896
New_NPC (42),0.0,1172.047,1172.047,1,6.614
NPC-625,0.963,1172.058,1173.021,87,7.355
face_625,0.512,1173.033,1173.545,47,7.548
NPC-625,0.0,1173.556,1173.556,1,7.463
face_625,0.298,1173.568,1173.866,6,7.618
NPC-625,0.045,1173.878,1173.923,5,7.511
face_625,0.011,1173.934,1173.945,2,7.697
NPC-625,0.024,1173.956,1173.98,3,7.498
face_625,0.01,1173.991,1174.001,2,7.701
NPC-625,0.244,1174.012,1174.256,23,7.505
face_625,0.803,1174.267,1175.07,73,7.72
NPC-625,0.105,1175.081,1175.186,11,7.621
face_625,0.0,1175.197,1175.197,1,7.765
NPC-625,0.011,1175.501,1175.512,2,7.677
face_625,0.0,1175.523,1175.523,1,7.854
NPC-625,0.0,1175.535,1175.535,1,7.695
face_625,0.0,1175.546,1175.546,1,7.821
NPC-625,0.011,1175.556,1175.567,2,7.657
face_625,0.17,1175.579,1175.749,16,7.84
NPC-625,0.012,1175.76,1175.772,2,7.72
New_NPC (1),0.0,1176.122,1176.122,1,7.122
NPC-625,0.035,1176.134,1176.169,4,7.877
baum ld1 mobile (4),0.023,1176.18,1176.203,3,43.259
NPC-625,0.011,1176.214,1176.225,2,7.893
streetLight01,0.0,1176.236,1176.236,1,46.529
baum ld1 mobile (4),0.011,1176.247,1176.258,2,43.69
streetLight01,0.045,1176.27,1176.315,5,46.419
baum ld1 mobile (4),0.011,1176.326,1176.337,2,43.381
New_NPC (216)(Clone),0.0,1176.349,1176.349,1,67.962
New_NPC (1),0.0,1176.36,1176.36,1,7.154
NPC-625,0.0,1176.372,1176.372,1,8.008
New_NPC (1),0.002,1176.383,1176.385,2,7.059
Terrain,0.0,1176.397,1176.397,1,6.197
NPC-625,0.0,1176.747,1176.747,1,7.812
face_625,0.0,1176.758,1176.758,1,7.969
NPC-625,0.012,1176.769,1176.781,2,7.81
face_625,0.499,1176.793,1177.292,46,8.02
NPC-625,0.091,1177.303,1177.394,9,7.983
Bench_A (1),0.0,1177.406,1177.406,1,49.789
Combined_2 (2),0.011,1177.416,1177.427,2,72.714
baum ld0(enhanced),0.024,1177.439,1177.463,4,36.206
Combined_2 (2),0.0,1177.474,1177.474,1,72.631
baum ld0(enhanced),0.0,1177.484,1177.484,1,36.186
New_NPC (216)(Clone),0.0,1177.495,1177.495,1,66.746
NPC-625,0.011,1177.508,1177.519,2,7.979
New_NPC (216)(Clone),0.011,1177.531,1177.542,2,66.813
Bench_A (1),0.0,1177.553,1177.553,1,50.062
NPC-625,0.0,1177.565,1177.565,1,7.939
face_625,0.0,1177.576,1177.576,1,8.036
NPC-625,0.0,1177.588,1177.588,1,7.942
face_625,0.0,1177.6,1177.6,1,8.033
NPC-625,0.0,1177.612,1177.612,1,7.928
face_625,0.0,1177.623,1177.623,1,8.006
NPC-625,0.023,1177.634,1177.657,3,7.898
baum ld1 mobile (4),0.0,1177.668,1177.668,1,41.26
NPC-625,0.0,1177.68,1177.68,1,7.996
Combined_2 (2),0.0,1177.691,1177.691,1,72.42
face_42,0.0,1177.702,1177.702,1,7.408
baum ld2(enhanced),0.0,1177.714,1177.714,1,45.445
baum ld0(enhanced),0.0,1177.726,1177.726,1,40.641
Bush_qilgP2_6x6x4_PF (15),0.0,1177.736,1177.736,1,41.002
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1177.747,1177.747,1,29.579
Park_Streight (3),0.012,1177.758,1177.77,2,27.023
SingleZebraPrefab,0.01,1177.782,1177.792,2,23.874
Park_Streight (3),0.0,1177.803,1177.803,1,28.328
SingleZebraPrefab,0.034,1177.814,1177.848,4,24.295
Park_Streight (3),0.033,1177.861,1177.894,4,27.778
Pedestrian Crossing (1),0.0,1177.905,1177.905,1,17.044
SingleZebraPrefab,0.022,1177.916,1177.938,3,21.857
materialE150,0.0,1177.948,1177.948,1,31.111
StreetBox02,0.0,1177.959,1177.959,1,18.628
SingleZebraPrefab,0.011,1177.97,1177.981,2,21.804
Terrain,0.089,1177.992,1178.081,9,20.157
Park_Center,0.054,1178.092,1178.146,6,30.579
Dead_Grass_02_Var2_Prefab_baked_single,0.0,1178.156,1178.156,1,31.588
dumpster,0.0,1178.167,1178.167,1,40.078
Park_Center,0.011,1178.178,1178.189,2,27.02
dumpster,0.0,1178.201,1178.201,1,39.981
Park_Center,0.011,1178.211,1178.222,2,31.374
Dead_Grass_02_Var2_Prefab_baked_single,0.0,1178.232,1178.232,1,31.399
Park_Center,0.0,1178.243,1178.243,1,28.022
PlantPot_A (11),0.414,1178.254,1178.668,38,4.13
SingleZebraPrefab,0.002,1179.073,1179.075,2,17.741
Park_Streight (2),0.0,1179.086,1179.086,1,32.602
Park_Streight (3),0.0,1179.097,1179.097,1,26.584
SingleZebraPrefab,0.0,1179.108,1179.108,1,21.302
Park_Streight (2),0.0,1179.12,1179.12,1,27.444
baum ld0(enhanced),0.0,1179.131,1179.131,1,35.842
Park_Streight (3),0.0,1179.143,1179.143,1,26.467
SingleZebraPrefab,0.0,1179.154,1179.154,1,23.356
Park_Streight (2),0.0,1179.166,1179.166,1,30.394
NPC-625,0.035,1179.178,1179.213,4,8.553
New_NPC (42),0.0,1179.225,1179.225,1,7.791
NPC-625,0.046,1179.243,1179.289,6,8.446
New_NPC (42),0.002,1179.31,1179.312,2,7.662
NPC-625,0.09,1179.332,1179.422,10,8.453
Park_Streight (2),0.002,1179.443,1179.445,2,29.836
NPC-625,0.091,1179.465,1179.556,10,8.516
DmaterialC150,0.091,1179.576,1179.667,9,27.648
SingleStraightPrefab (2),0.036,1179.687,1179.723,5,22.701
NPC-625,0.0,1179.736,1179.736,1,8.277
face_42,0.0,1179.747,1179.747,1,7.506
NPC-625,0.0,1179.759,1179.759,1,8.427
face_42,0.0,1179.771,1179.771,1,7.531
NPC-625,0.0,1179.782,1179.782,1,8.371
face_42,0.0,1179.793,1179.793,1,7.508
NPC-625,0.025,1179.805,1179.83,4,8.291
face_42,0.196,1179.841,1180.037,18,7.409
New_NPC (42),0.028,1180.048,1180.076,4,7.25
face_42,0.035,1180.087,1180.122,4,7.348
New_NPC (42),0.142,1180.134,1180.276,13,7.2
Bush_qilgP2_6x6x4_PF (24),0.083,1180.287,1180.37,8,32.429
New_NPC (30)(Clone),0.0,1180.381,1180.381,1,25.712
Bush_qilgP2_6x6x4_PF (24),0.083,1180.392,1180.475,9,31.874
NPC-625,0.435,1180.486,1180.921,40,6.744
face_625,0.176,1180.932,1181.108,17,6.023
NPC-625,0.035,1181.119,1181.154,4,5.873
face_625,0.238,1181.166,1181.404,22,5.63
NPC-625,0.0,1181.62,1181.62,1,5.223
face_625,1.123,1181.632,1182.755,81,5.716
NPC-625,0.0,1182.767,1182.767,1,5.438
face_625,0.056,1182.778,1182.834,6,5.348
NPC-625,0.0,1182.844,1182.844,1,5.259
face_625,0.888,1182.856,1183.744,80,5.288
NPC-625,0.002,1183.763,1183.765,2,5.556
DmaterialC150,0.002,1183.785,1183.787,2,18.189
SingleZebraPrefab,0.002,1183.808,1183.81,2,14.522
Terrain,0.09,1183.83,1183.92,10,14.169
NPC-625,0.322,1183.941,1184.263,31,5.821
SingleZebraPrefab,0.1,1184.274,1184.374,10,17.793
New_NPC (30)(Clone),0.0,1184.385,1184.385,1,24.971
SingleZebraPrefab,0.1,1184.397,1184.497,10,18.64
SingleStraightPrefab (2),0.0,1184.508,1184.508,1,24.136
SingleZebraPrefab,0.011,1184.519,1184.53,2,21.264
DmaterialC150,0.0,1184.541,1184.541,1,27.523
SingleZebraPrefab,0.0,1184.552,1184.552,1,21.464
Park_Streight (3),0.021,1184.564,1184.585,3,26.209
EU_TrafficLight_01 (1),0.0,1184.597,1184.597,1,14.817
Bench_A (1),0.0,1184.608,1184.608,1,47.842
Bush_b1_4x4x4_PF_baked_single (4),0.0,1184.619,1184.619,1,49.011
Park_Sidewalk_Corner_A,0.011,1184.63,1184.641,2,33.743
Park_Streight (3),0.067,1184.652,1184.719,7,28.14
baum ld0(enhanced),0.0,1184.73,1184.73,1,29.478
Park_Streight (3),0.0,1184.741,1184.741,1,25.362
baum ld0(enhanced),0.0,1184.752,1184.752,1,29.407
Park_Sidewalk_Corner_B,0.011,1184.763,1184.774,2,37.636
baum ld0(enhanced),0.0,1184.785,1184.785,1,29.505
Park_Sidewalk_Corner_A,0.0,1184.797,1184.797,1,34.308
baum ld0(enhanced),0.0,1184.807,1184.807,1,29.41
Park_Streight (1),0.0,1184.819,1184.819,1,47.696
Park_Sidewalk_Corner_B,0.0,1184.83,1184.83,1,36.717
Bench_A (1),0.0,1184.841,1184.841,1,47.787
Park_Sidewalk_Corner_B,0.012,1184.852,1184.864,2,39.906
Bench_A (1),0.0,1184.874,1184.874,1,47.871
Bush_b1_4x4x4_PF_baked_single (4),0.0,1184.886,1184.886,1,48.866
streetLight01,0.0,1184.897,1184.897,1,34.741
SingleZebraPrefab,0.0,1184.908,1184.908,1,19.46
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1184.919,1184.919,1,28.815
SingleZebraPrefab,0.212,1184.93,1185.142,20,20.141
Park_Streight (3),0.0,1185.152,1185.152,1,27.701
SingleZebraPrefab,0.0,1185.164,1185.164,1,22.661
streetLight2 (11),0.011,1185.174,1185.185,2,15.881
SingleZebraPrefab,0.0,1185.197,1185.197,1,22.495
streetLight2 (11),0.011,1185.208,1185.219,2,15.836
SingleZebraPrefab,0.0,1185.23,1185.23,1,27.284
streetLight2 (11),0.0,1185.241,1185.241,1,15.902
SingleZebraPrefab,0.089,1185.252,1185.341,9,25.42
Park_Streight (3),0.0,1185.352,1185.352,1,29.13
SingleZebraPrefab,0.011,1185.363,1185.374,2,27.63
Park_Streight (3),0.0,1185.386,1185.386,1,30.211
Park_Corner_A (3),0.0,1185.397,1185.397,1,37.713
StreetBox01,0.0,1185.408,1185.408,1,17.453
Juniper_Bush_01_Var5_baked_single (3),0.0,1185.42,1185.42,1,40.133
StreetBox02,0.022,1185.431,1185.453,3,18.0
StreetBox01,0.0,1185.464,1185.464,1,17.826
StreetBox02,0.067,1185.475,1185.542,7,18.175
Park_Corner_A (3),0.0,1185.553,1185.553,1,37.018
StreetBox02,0.023,1185.564,1185.587,3,18.359
StreetBox01,0.0,1185.598,1185.598,1,18.108
StreetBox02,0.0,1185.609,1185.609,1,18.213
Juniper_Bush_01_Var5_baked_single (3),0.0,1185.62,1185.62,1,40.836
StreetBox02,0.0,1185.631,1185.631,1,18.232
StreetBox01,0.0,1185.642,1185.642,1,18.212
StreetBox02,0.056,1185.653,1185.709,6,18.548
Juniper_Bush_01_Var5_baked_single (3),0.0,1185.72,1185.72,1,41.271
StreetBox02,0.033,1185.731,1185.764,4,18.803
Juniper_Bush_01_Var5_baked_single (3),0.045,1185.775,1185.82,5,41.497
B18,0.0,1185.831,1185.831,1,62.783
materialA150,0.0,1185.842,1185.842,1,37.561
materialC150,0.0,1185.853,1185.853,1,28.496
Park_Center,0.0,1185.864,1185.864,1,27.147
PlantPot_A (11),0.022,1185.875,1185.897,3,4.809
materialC150,0.0,1185.909,1185.909,1,34.439
PlantPot_A (11),0.066,1185.92,1185.986,7,4.892
materialD150,0.0,1185.998,1185.998,1,40.301
streetLight2 (8),0.01,1186.009,1186.019,2,33.865
PlantPot_A (11),0.0,1186.031,1186.031,1,4.973
materialC150,0.0,1186.042,1186.042,1,32.095
PlantPot_A (11),0.322,1186.053,1186.375,30,4.848
Terrain,0.011,1186.386,1186.397,2,17.288
B18,0.0,1186.408,1186.408,1,65.873
Park_Corner_A (3),0.0,1186.419,1186.419,1,40.79
StreetBox01,0.0,1186.431,1186.431,1,19.926
SingleZebraPrefab,0.055,1186.442,1186.497,6,20.3
Park_Streight (3),0.023,1186.508,1186.531,3,31.408
Park_Sidewalk_Siple,0.0,1186.542,1186.542,1,37.042
SingleZebraPrefab,0.0,1186.553,1186.553,1,25.299
streetLight2 (10),0.0,1186.564,1186.564,1,25.43
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,1186.575,1186.586,2,31.932
streetLight2 (10),0.011,1186.597,1186.608,2,25.569
SingleZebraPrefab,0.022,1186.619,1186.641,3,24.859
streetLight2 (10),0.0,1186.652,1186.652,1,25.625
Park_Streight (3),0.0,1186.664,1186.664,1,35.289
SingleZebraPrefab,0.066,1186.675,1186.741,7,23.041
Park_Streight (3),0.011,1186.752,1186.763,2,29.091
SingleZebraPrefab,0.022,1186.774,1186.796,3,20.036
NPC-625,0.089,1186.807,1186.896,9,4.386
SingleZebraPrefab,0.0,1186.907,1186.907,1,20.188
NPC-625,0.932,1186.918,1187.85,84,4.738
face_625,0.444,1187.862,1188.306,41,4.495
NPC-625,0.022,1188.319,1188.341,3,4.22
face_625,0.022,1188.352,1188.374,3,4.273
NPC-625,0.011,1188.385,1188.396,2,4.152
face_625,0.188,1188.407,1188.595,18,4.057
NPC-625,0.0,1188.616,1188.616,1,3.908
face_625,1.232,1188.628,1189.86,112,3.344
NPC-625,0.0,1189.872,1189.872,1,2.814
SingleZebraPrefab,0.0,1189.883,1189.883,1,29.582
StreetBox01,0.133,1189.894,1190.027,13,21.795
NPC-625,0.022,1190.039,1190.061,3,2.682
StreetBox01,0.033,1190.072,1190.105,4,22.151
StreetBox02,0.0,1190.117,1190.117,1,22.442
materialA150,0.0,1190.127,1190.127,1,30.826
Park_Corner_A (3),0.002,1190.139,1190.141,2,44.082
B18,0.0,1190.151,1190.151,1,66.628
PlantPot_A (11),0.078,1190.162,1190.24,8,7.034
B18,0.0,1190.251,1190.251,1,67.664
PlantPot_A (11),0.465,1190.262,1190.727,42,6.53
Dead_Grass_02_Var2_Prefab_baked_single (3),0.0,1190.738,1190.738,1,33.651
Terrain,0.28,1190.749,1191.029,27,12.521
metalBench,0.245,1191.04,1191.285,23,6.653
Terrain,0.234,1191.296,1191.53,22,12.281
NPC-625,0.277,1191.641,1191.918,26,2.317
metalBench,0.0,1191.93,1191.93,1,6.526
hydrant01,0.0,1191.941,1191.941,1,14.3
store2,0.011,1191.952,1191.963,2,15.115
Terrain,0.0,1191.974,1191.974,1,15.558
store2,0.0,1191.985,1191.985,1,16.688
Terrain,0.022,1191.996,1192.018,3,13.493
metalBench (1),0.1,1192.03,1192.13,10,8.513
store2,0.0,1192.141,1192.141,1,17.78
metalBench (1),0.0,1192.152,1192.152,1,8.599
Terrain,0.012,1192.163,1192.175,2,16.773
metalBench (1),0.012,1192.185,1192.197,2,8.64
store2,0.0,1192.208,1192.208,1,17.783
metalBench (1),0.034,1192.218,1192.252,4,8.598
store2,0.0,1192.263,1192.263,1,17.669
metalBench (1),0.011,1192.274,1192.285,2,8.565
store2,0.022,1192.296,1192.318,3,17.706
metalBench (1),0.022,1192.33,1192.352,3,8.491
Terrain,0.0,1192.363,1192.363,1,17.633
metalBench (1),0.022,1192.374,1192.396,3,8.491
Terrain,0.01,1192.408,1192.418,2,16.136
metalBench (1),0.023,1192.429,1192.452,3,8.152
Sitting_NPC (412),0.0,1192.463,1192.463,1,8.483
metalBench (1),0.044,1192.474,1192.518,5,8.007
Sitting_NPC (412),0.0,1192.53,1192.53,1,8.37
metalBench (1),0.012,1192.54,1192.552,2,7.95
store2,0.0,1192.563,1192.563,1,17.987
metalBench (1),0.022,1192.574,1192.596,3,7.875
store2,0.032,1192.608,1192.64,4,17.938
metalBench (1),0.0,1192.651,1192.651,1,8.003
Sitting_NPC (412),0.055,1192.672,1192.727,6,8.205
metalBench (1),0.022,1192.738,1192.76,3,7.681
Sitting_NPC (412),0.011,1192.772,1192.783,2,8.117
face_412,0.0,1192.794,1192.794,1,8.221
metalBench (1),0.044,1192.805,1192.849,5,7.616
Sitting_NPC (412),0.0,1192.861,1192.861,1,8.142
metalBench (1),0.0,1192.872,1192.872,1,7.62
Sitting_NPC (412),0.0,1192.883,1192.883,1,7.995
metalBench (1),0.011,1192.894,1192.905,2,7.815
Sitting_NPC (412),0.0,1192.917,1192.917,1,7.989
metalBench (1),0.011,1192.927,1192.938,2,7.931
Sitting_NPC (412),0.056,1192.949,1193.005,6,7.973
metalBench (1),0.0,1193.016,1193.016,1,7.799
Sitting_NPC (412),0.022,1193.028,1193.05,4,7.955
metalBench (1),0.012,1193.061,1193.073,2,8.136
store2,0.0,1193.084,1193.084,1,17.449
Sitting_NPC (412),0.0,1193.095,1193.095,1,7.909
metalBench (1),0.011,1193.106,1193.117,2,7.99
Sitting_NPC (412),0.599,1193.128,1193.727,53,7.039
metalBench (1),0.0,1193.739,1193.739,1,7.127
Sitting_NPC (412),0.0,1193.75,1193.75,1,7.404
store2,0.0,1193.761,1193.761,1,17.105
face_412,0.011,1193.772,1193.783,2,7.375
store2,0.011,1193.794,1193.805,2,17.091
face_412,0.113,1193.816,1193.929,12,7.306
Sitting_NPC (412),0.0,1193.94,1193.94,1,7.178
face_412,0.0,1193.951,1193.951,1,7.257
Sitting_NPC (412),0.333,1193.962,1194.295,31,6.986
metalBench (1),0.012,1194.306,1194.318,2,6.725
store2,0.0,1194.328,1194.328,1,18.797
Terrain,0.011,1194.339,1194.35,2,20.47
metalBench (2),0.123,1194.361,1194.484,12,9.765
store2,0.0,1194.495,1194.495,1,25.053
metalBench (2),0.022,1194.506,1194.528,3,9.841
store2,0.022,1194.539,1194.561,3,24.706
metalBench (2),0.0,1194.573,1194.573,1,9.532
store2,0.0,1194.584,1194.584,1,24.86
metalBench (2),0.0,1194.604,1194.604,1,9.47
PlantPot_A (6),0.186,1194.616,1194.802,18,12.517
store2,0.0,1194.814,1194.814,1,49.386
PlantPot_A (7),1.834,1194.825,1196.659,166,33.602
Terrain,0.0,1196.67,1196.67,1,36.112
PlantPot_A (6),0.0,1196.681,1196.681,1,10.809
store2,0.078,1196.981,1197.059,8,16.768
Terrain,0.011,1197.07,1197.081,2,14.022
NPC-625,1.633,1197.371,1199.004,71,3.909
metalBench (1),0.011,1199.015,1199.026,2,2.894
NPC-625,0.133,1199.038,1199.171,13,3.743
store2,0.0,1199.182,1199.182,1,12.272
Terrain,2.377,1199.193,1201.57,211,5.375
store2,0.022,1201.581,1201.603,3,8.726
hydrant01,0.178,1201.614,1201.792,17,8.218
store2,0.0,1201.803,1201.803,1,8.325
hydrant01,0.011,1201.814,1201.825,2,8.052
store2,0.022,1201.836,1201.858,3,9.612
Terrain,0.0,1201.869,1201.869,1,9.953
NPC-625,0.287,1201.881,1202.168,27,4.127
materialC150,0.0,1202.179,1202.179,1,28.882
Park_Corner_A (3),0.0,1202.189,1202.189,1,41.614
materialC150,0.011,1202.201,1202.212,2,40.309
Park_Corner_A (3),0.022,1202.223,1202.245,3,43.815
materialE150,0.011,1202.256,1202.267,2,38.068
Park_Corner_A (3),0.012,1202.278,1202.29,2,41.718
materialC150,0.0,1202.301,1202.301,1,38.434
Park_Corner_A (3),0.022,1202.312,1202.334,3,41.713
materialC150,0.0,1202.345,1202.345,1,29.507
materialA150,0.0,1202.356,1202.356,1,33.56
materialE150,0.0,1202.367,1202.367,1,37.856
NPC-625,0.033,1202.379,1202.412,4,4.394
Terrain,0.022,1202.423,1202.445,3,18.906
NPC-625,0.0,1202.457,1202.457,1,4.395
face_625,0.0,1202.59,1202.59,1,4.436
NPC-625,0.023,1202.601,1202.624,3,4.195
face_625,0.0,1202.635,1202.635,1,4.423
NPC-625,0.0,1202.646,1202.646,1,4.2
face_625,0.011,1202.657,1202.668,2,4.404
NPC-625,0.011,1202.679,1202.69,2,4.213
face_625,0.0,1202.701,1202.701,1,4.404
NPC-625,0.034,1202.712,1202.746,4,4.189
face_625,0.022,1202.757,1202.779,3,4.397
NPC-625,0.011,1202.79,1202.801,2,4.177
face_625,0.0,1202.812,1202.812,1,4.377
NPC-625,0.0,1202.823,1202.823,1,4.189
face_625,0.011,1202.834,1202.845,2,4.405
NPC-625,0.189,1202.856,1203.045,18,4.26
SingleTPrefab (2),0.0,1203.056,1203.056,1,67.715
NPC-625,0.011,1203.068,1203.079,2,4.353
SingleTPrefab (2),0.0,1203.09,1203.09,1,72.319
B18 1 (2),0.011,1203.101,1203.112,2,77.442
face_625,0.0,1203.123,1203.123,1,4.387
NPC-627,0.078,1203.135,1203.213,8,39.622
B18 1 (2),0.244,1203.224,1203.468,23,76.829
face_625,0.056,1203.479,1203.535,6,4.329
Juniper_Bush_01_Var5_baked_single (3),0.0,1203.546,1203.546,1,44.428
Park_Corner_A (3),0.011,1203.557,1203.568,2,46.571
SingleTPrefab (2),0.011,1203.579,1203.59,2,76.033
Park_Corner_A (1),0.0,1203.601,1203.601,1,59.816
SingleTPrefab (2),0.0,1203.612,1203.612,1,73.473
Park_Corner_A (3),0.011,1203.623,1203.634,2,48.97
SingleTPrefab (2),0.056,1203.645,1203.701,6,71.782
materialC150,0.0,1203.712,1203.712,1,37.537
NPC-625,0.167,1203.723,1203.89,16,4.152
face_625,0.0,1203.901,1203.901,1,4.283
Juniper_Bush_01_Var5_baked_single (3),0.0,1204.179,1204.179,1,43.573
NPC-625,0.012,1204.189,1204.201,2,4.114
Juniper_Bush_01_Var5_baked_single (3),0.054,1204.212,1204.266,6,43.466
B18 1 (4),0.011,1204.277,1204.288,2,83.697
Juniper_Bush_01_Var5_baked_single (3),0.0,1204.299,1204.299,1,43.371
B18 1 (4),0.067,1204.31,1204.377,7,83.919
streetLight1Prefab (5),0.011,1204.388,1204.399,2,67.038
B18 1 (4),0.0,1204.41,1204.41,1,83.981
Juniper_Bush_01_Var5_baked_single (3),0.0,1204.421,1204.421,1,43.181
B18 1 (4),0.034,1204.432,1204.466,4,82.574
face_625,0.29,1204.477,1204.767,27,4.14
B18 1 (2),0.0,1204.778,1204.778,1,69.893
B18,0.245,1204.789,1205.034,23,66.23
streetLight1Prefab (15),0.011,1205.045,1205.056,2,43.471
B18,0.055,1205.067,1205.122,6,66.034
B18 1 (2),0.0,1205.133,1205.133,1,68.534
NPC-625,0.478,1205.145,1205.623,44,3.785
materialC150,0.0,1205.633,1205.633,1,33.747
SingleTPrefab (2),0.0,1205.644,1205.644,1,69.909
Park_Corner_A (1),0.0,1205.655,1205.655,1,54.708
Combined_apartment1 (1),0.045,1205.666,1205.711,5,94.772
Park_Corner_A (3),0.0,1205.722,1205.722,1,50.964
NewsBoard (1),0.0,1205.733,1205.733,1,70.152
Park_Corner_A (1),0.0,1205.744,1205.744,1,56.814
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.011,1205.755,1205.766,2,50.414
NewsBoard (1),0.0,1205.778,1205.778,1,70.07
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.011,1205.789,1205.8,2,50.429
NewsBoard (1),0.022,1205.811,1205.833,3,69.954
Park_Corner_A (3),0.011,1205.844,1205.855,2,54.051
SingleTPrefab (2),0.0,1205.866,1205.866,1,80.046
NewsBoard (1),0.0,1205.877,1205.877,1,70.011
Combined_apartment1 (1),0.0,1205.889,1205.889,1,95.304
