HON,length,start,end,hits,distance
Bust,0.022,1938.615,1938.637,3,37.141
sidewalkPost02 (1),0.0,1938.648,1938.648,1,29.238
Bust,0.0,1938.659,1938.659,1,37.141
sidewalkPost02 (1),0.0,1938.671,1938.671,1,29.201
Bust,0.0,1938.682,1938.682,1,37.416
newspaperVendor02,0.066,1938.693,1938.759,7,26.377
Park_Corner_A (2),0.0,1938.771,1938.771,1,26.18
newspaperVendor02,0.045,1938.781,1938.826,5,26.41
Bust,0.0,1938.837,1938.837,1,37.397
sidewalkPost02 (1),0.0,1938.848,1938.848,1,29.276
Bust,0.056,1938.859,1938.915,6,37.37
streetLight01,0.0,1938.926,1938.926,1,25.51
Bush_qilgP2_6x6x4_PF (25),0.144,1938.937,1939.081,14,29.511
Park_Corner_A (2),0.033,1939.092,1939.125,4,28.064
Park_Sidewalk_Siple (1),0.0,1939.137,1939.137,1,26.384
Park_Corner_A (2),0.011,1939.148,1939.159,2,28.861
Park_Sidewalk_Siple (1),0.0,1939.17,1939.17,1,26.149
Park_Corner_A (2),0.0,1939.181,1939.181,1,24.65
Bush_qilgP2_6x6x4_PF (25),0.089,1939.192,1939.281,9,29.801
RedBush_Var1_Prefab_baked_single,0.011,1939.292,1939.303,2,21.148
Bush_b1_4x4x4_PF_baked_single (1),0.289,1939.314,1939.603,27,19.486
Bench_A,0.0,1939.614,1939.614,1,22.232
Park_Streight (2),0.0,1939.625,1939.625,1,21.688
Bench_A,0.289,1939.636,1939.925,27,21.855
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1939.936,1939.936,1,27.922
Bench_A,0.0,1939.947,1939.947,1,22.493
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,1939.958,1939.969,2,28.014
Bush_qilgP2_6x6x4_PF (19),0.0,1939.98,1939.98,1,40.918
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.022,1939.991,1940.013,3,28.113
Bench_A,0.111,1940.025,1940.136,11,21.899
Bush_qilgP2_6x6x4_PF (21),0.0,1940.147,1940.147,1,29.579
Bush_b1_4x4x4_PF_baked_single (1),0.711,1940.158,1940.869,51,19.302
House1,0.0,1940.88,1940.88,1,36.137
RedBush_Var1_Prefab_baked_single,0.233,1940.891,1941.124,22,20.165
House1,0.0,1941.135,1941.135,1,35.076
Park_Corner_A,0.023,1941.146,1941.169,3,40.678
Park_Corner_A (2),0.0,1941.18,1941.18,1,34.377
Bush_qilgP2_6x6x4_PF (25),0.544,1941.191,1941.735,49,28.722
streetLight01,0.0,1941.746,1941.746,1,24.223
newspaperVendor02,0.0,1941.757,1941.757,1,25.603
House_1,0.266,1941.768,1942.034,24,53.665
Bust,0.0,1942.046,1942.046,1,36.422
House_1,0.022,1942.057,1942.079,3,51.699
Bust,0.022,1942.09,1942.112,3,36.503
House_1,0.0,1942.123,1942.123,1,51.706
newspaperVendor02,0.0,1942.134,1942.134,1,25.225
Bust,0.08,1942.146,1942.226,9,36.4
House_1,0.024,1942.246,1942.27,4,51.598
newspaperVendor02,0.0,1942.28,1942.28,1,25.191
House_1,0.002,1942.302,1942.304,2,51.495
newspaperVendor02,0.1,1942.313,1942.413,9,25.268
Bust,0.0,1942.424,1942.424,1,36.158
newspaperVendor02,0.011,1942.435,1942.446,2,25.242
Bust,0.122,1942.457,1942.579,12,36.155
House_1,0.0,1942.59,1942.59,1,50.953
Bust,0.0,1942.601,1942.601,1,36.009
streetLight01,0.0,1942.613,1942.613,1,24.322
Bush_qilgP2_6x6x4_PF (25),0.088,1942.624,1942.712,9,28.645
apartment3,0.0,1942.724,1942.724,1,70.967
Park_Corner_A,0.0,1942.735,1942.735,1,46.497
Bush_qilgP2_6x6x4_PF (25),0.0,1942.746,1942.746,1,29.226
Park_Corner_A,0.023,1942.757,1942.78,4,42.156
Park_Corner_A (2),0.0,1942.801,1942.801,1,32.502
Bush_qilgP2_6x6x4_PF (25),0.0,1942.812,1942.812,1,29.328
Park_Corner_A,0.011,1942.824,1942.835,2,37.069
Bush_qilgP2_6x6x4_PF (25),0.011,1942.846,1942.857,2,28.631
House_1,0.211,1942.868,1943.079,20,47.342
Bush_qilgY2_2x2x4_PF_baked_single,0.0,1943.09,1943.09,1,26.097
Terrain,0.011,1943.101,1943.112,2,36.45
materialA150,0.012,1943.123,1943.135,2,15.746
materialD150,0.0,1943.146,1943.146,1,12.387
materialA150,0.013,1943.157,1943.17,3,13.733
materialC150,0.035,1943.191,1943.226,5,11.574
materialA150,0.0,1943.246,1943.246,1,13.671
materialC150,0.056,1943.257,1943.313,6,11.49
materialA150,0.0,1943.324,1943.324,1,13.372
materialC150,0.0,1943.335,1943.335,1,12.144
materialA150,0.069,1943.346,1943.415,8,14.684
materialC150,0.0,1943.435,1943.435,1,7.819
Terrain,0.356,1943.446,1943.802,34,5.727
materialC150,0.011,1943.824,1943.835,3,14.067
Bush_qilgP2_6x6x4_PF (53),0.356,1943.968,1944.324,34,12.715
Cathedral,0.002,1944.346,1944.348,2,66.712
Bush_qilgP2_6x6x4_PF (53),0.034,1944.368,1944.402,4,13.204
Cathedral,0.011,1944.413,1944.424,2,66.551
Bush_qilgP2_6x6x4_PF (53),0.011,1944.435,1944.446,2,12.069
Terrain,0.4,1944.457,1944.857,37,6.208
Bush_qilgP2_6x6x4_PF (53),0.689,1944.868,1945.557,62,10.329
Terrain,1.11,1945.568,1946.678,101,3.512
materialC150,0.011,1946.689,1946.7,2,9.065
House_2,0.289,1946.845,1947.134,27,30.82
Terrain,0.0,1947.145,1947.145,1,25.447
materialA150,0.0,1947.156,1947.156,1,16.191
materialE150,0.0,1947.167,1947.167,1,16.984
materialC150,0.0,1947.178,1947.178,1,17.298
materialE150,0.0,1947.189,1947.189,1,16.985
materialA150,0.0,1947.2,1947.2,1,16.177
materialE150,0.034,1947.211,1947.245,4,16.905
materialA150,0.0,1947.256,1947.256,1,16.402
materialC150,0.011,1947.267,1947.278,2,17.351
materialE150,0.0,1947.289,1947.289,1,16.96
materialA150,0.011,1947.3,1947.311,2,14.139
materialC150,0.011,1947.322,1947.333,2,4.81
Terrain,0.255,1947.345,1947.6,24,3.227
materialC150,0.022,1947.611,1947.633,3,5.231
materialA150,0.0,1947.644,1947.644,1,8.615
sidewalkPost02 (1),0.0,1947.789,1947.789,1,25.313
Park_Corner_A (2),0.0,1947.8,1947.8,1,22.599
sidewalkPost02 (1),0.022,1947.811,1947.833,3,25.37
Park_Corner_A (2),0.156,1947.844,1948.0,15,19.558
House_1,0.0,1948.01,1948.01,1,54.444
sidewalkPost02 (1),0.033,1948.022,1948.055,4,25.624
House_1,0.0,1948.066,1948.066,1,54.288
sidewalkPost02 (1),0.078,1948.077,1948.155,8,25.64
materialC150,0.0,1948.166,1948.166,1,56.198
streetLight01,0.0,1948.177,1948.177,1,22.778
Bush_qilgP2_6x6x4_PF (25),0.333,1948.188,1948.521,31,26.441
sidewalkPost02 (1),0.311,1948.532,1948.843,29,25.606
streetLight01,0.0,1948.855,1948.855,1,22.702
Bush_qilgP2_6x6x4_PF (25),0.0,1948.866,1948.866,1,26.571
House1,0.244,1948.877,1949.121,23,34.355
Bush_qilgP2_6x6x4_PF (25),0.0,1949.132,1949.132,1,26.596
streetLight01,0.0,1949.143,1949.143,1,22.782
sidewalkPost02 (1),0.012,1949.154,1949.166,2,25.624
Bust,0.0,1949.177,1949.177,1,34.425
sidewalkPost02 (1),0.144,1949.188,1949.332,14,25.786
Park_Corner_A (2),0.011,1949.343,1949.354,2,22.731
sidewalkPost02 (1),0.089,1949.365,1949.454,9,25.399
House_1,0.633,1949.465,1950.098,58,45.591
newspaperVendor02,0.0,1950.109,1950.109,1,23.555
Park_Sidewalk_Siple (1),0.0,1950.121,1950.121,1,25.736
newspaperVendor02,0.0,1950.132,1950.132,1,23.483
Park_Sidewalk_Siple (1),0.0,1950.143,1950.143,1,26.619
Park_Corner_A (2),0.011,1950.154,1950.165,2,23.068
newspaperVendor02,0.0,1950.176,1950.176,1,23.745
Park_Sidewalk_Siple (1),0.011,1950.187,1950.198,2,25.514
Bush_qilgP2_6x6x4_PF (25),0.011,1950.21,1950.221,2,28.286
newspaperVendor02,0.0,1950.232,1950.232,1,23.488
GrassGreen_qheqG2_01_baked_single (1),0.0,1950.243,1950.243,1,32.803
Bush_qilgY2_2x2x4_PF_baked_single,0.111,1950.254,1950.365,11,24.757
Park_Corner_A (2),0.0,1950.377,1950.377,1,20.434
Bush_qilgY2_2x2x4_PF_baked_single,1.575,1950.388,1951.963,143,24.232
House_1,0.0,1951.974,1951.974,1,45.656
sidewalkPost02 (1),0.0,1951.985,1951.985,1,25.612
Bush_qilgP2_6x6x4_PF (25),0.0,1951.997,1951.997,1,27.863
Park_Corner_A (2),0.0,1952.008,1952.008,1,22.909
streetLight01,0.201,1952.019,1952.22,19,22.756
Bush_qilgP2_6x6x4_PF (25),0.044,1952.231,1952.275,5,26.496
streetLight01,0.0,1952.286,1952.286,1,22.685
Bush_qilgP2_6x6x4_PF (25),0.011,1952.297,1952.308,2,26.458
Park_Corner_A (2),0.011,1952.32,1952.331,2,25.077
RedBush_Var1_Prefab_baked_single,0.241,1952.342,1952.583,23,19.516
Bush_b1_4x4x4_PF_baked_single (1),0.044,1952.595,1952.639,5,19.179
Park_Sidewalk_Corner_B (1),0.0,1952.65,1952.65,1,26.584
Bush_b1_4x4x4_PF_baked_single (1),0.011,1952.661,1952.672,2,19.669
Park_Streight (2),0.0,1952.683,1952.683,1,23.59
Bush_b1_4x4x4_PF_baked_single (1),0.0,1952.695,1952.695,1,19.892
Park_Sidewalk_Corner_B (1),0.0,1952.706,1952.706,1,32.831
Park_Streight (2),0.0,1952.717,1952.717,1,23.644
Bush_b1_4x4x4_PF_baked_single (1),0.0,1952.728,1952.728,1,19.694
Park_Sidewalk_Corner_B (1),0.0,1952.739,1952.739,1,26.061
Bush_b1_4x4x4_PF_baked_single (1),0.022,1952.75,1952.772,3,19.79
Park_Sidewalk_Corner_B (1),0.0,1952.784,1952.784,1,31.316
Bush_b1_4x4x4_PF_baked_single (1),0.011,1952.795,1952.806,2,19.8
Park_Streight (2),0.0,1952.817,1952.817,1,22.944
Park_Sidewalk_Corner_B (1),0.0,1952.829,1952.829,1,24.167
Bush_b1_4x4x4_PF_baked_single (1),0.011,1952.84,1952.851,2,19.85
Park_Streight (2),0.022,1952.863,1952.885,3,21.428
Bush_b1_4x4x4_PF_baked_single (1),0.0,1952.896,1952.896,1,19.67
Park_Streight (2),0.011,1952.908,1952.919,2,21.524
streetLight2 (14),0.0,1952.93,1952.93,1,16.222
Park_Streight (2),0.0,1952.941,1952.941,1,25.795
Park_Sidewalk_Corner_B (1),0.0,1952.952,1952.952,1,27.601
Park_Streight (2),0.011,1952.963,1952.974,2,23.555
Park_Sidewalk_Corner_B (1),0.0,1952.985,1952.985,1,27.321
baum ld2(enhanced),0.0,1952.997,1952.997,1,25.793
Park_Streight (2),0.0,1953.008,1953.008,1,24.741
baum ld2(enhanced),0.0,1953.019,1953.019,1,25.781
Park_Sidewalk_Corner_B (1),0.022,1953.03,1953.052,3,33.11
baum ld2(enhanced),0.0,1953.063,1953.063,1,25.857
Park_Streight (2),0.0,1953.074,1953.074,1,26.425
NPC-626,0.0,1953.085,1953.085,1,10.374
RedBush_Var1_Prefab_baked_single (4),0.0,1953.097,1953.097,1,26.327
Park_Streight (2),0.0,1953.108,1953.108,1,25.173
RedBush_Var1_Prefab_baked_single (4),0.022,1953.118,1953.14,3,26.461
NPC-626,0.0,1953.151,1953.151,1,10.358
RedBush_Var1_Prefab_baked_single (4),0.033,1953.163,1953.196,4,26.367
Park_Streight (2),0.0,1953.207,1953.207,1,24.186
RedBush_Var1_Prefab_baked_single (4),0.011,1953.218,1953.229,2,26.306
NPC-626,0.011,1953.24,1953.251,2,10.405
RedBush_Var1_Prefab_baked_single (4),0.011,1953.263,1953.274,2,26.275
NPC-626,0.0,1953.285,1953.285,1,10.395
RedBush_Var1_Prefab_baked_single (4),0.011,1953.296,1953.307,2,26.27
NPC-626,0.0,1953.318,1953.318,1,10.35
RedBush_Var1_Prefab_baked_single (4),0.0,1953.329,1953.329,1,26.274
NPC-626,0.022,1953.34,1953.362,3,10.327
RedBush_Var1_Prefab_baked_single (4),0.0,1953.373,1953.373,1,26.348
NPC-626,0.0,1953.384,1953.384,1,10.293
RedBush_Var1_Prefab_baked_single (4),0.0,1953.395,1953.395,1,26.318
NPC-626,0.044,1953.407,1953.451,5,10.286
RedBush_Var1_Prefab_baked_single (4),0.045,1953.462,1953.507,5,26.552
NPC-626,0.0,1953.518,1953.518,1,10.412
RedBush_Var1_Prefab_baked_single (4),0.022,1953.529,1953.551,3,26.751
Bush_qilgP2_6x6x4_PF (22),0.0,1953.562,1953.562,1,35.457
NPC-626,0.033,1953.573,1953.606,4,10.252
Park_Streight (2),0.012,1953.617,1953.629,2,25.611
NPC-626,0.011,1953.64,1953.651,2,10.258
Park_Sidewalk_Corner_B (1),0.0,1953.662,1953.662,1,30.082
NPC-626,0.067,1953.673,1953.74,7,10.173
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,1953.752,1953.752,1,26.637
Park_Streight (2),0.0,1953.763,1953.763,1,24.747
DmaterialC150,0.0,1953.774,1953.774,1,26.406
Park_Streight (2),0.0,1953.785,1953.785,1,28.461
streetLight2 (15),0.189,1953.796,1953.985,18,9.468
DmaterialC150,0.0,1953.996,1953.996,1,31.757
Park_Streight (3),0.011,1954.007,1954.018,2,42.103
powerCabinet,0.0,1954.029,1954.029,1,7.245
SingleZebraPrefab,0.0,1954.04,1954.04,1,34.948
powerCabinet,0.012,1954.051,1954.063,2,7.516
SingleZebraPrefab,0.011,1954.074,1954.085,2,36.407
powerCabinet,0.0,1954.096,1954.096,1,7.577
SingleZebraPrefab,0.078,1954.107,1954.185,8,38.943
Park_Streight (3),0.0,1954.196,1954.196,1,55.667
baum ld0(enhanced),0.0,1954.207,1954.207,1,44.431
streetLight01,0.0,1954.218,1954.218,1,49.52
Park_Sidewalk_Corner_B,0.0,1954.229,1954.229,1,49.409
Park_Streight (2),0.111,1954.24,1954.351,11,28.442
DmaterialC150,0.0,1954.363,1954.363,1,25.898
Park_Streight (2),0.0,1954.374,1954.374,1,26.535
DmaterialC150,0.0,1954.385,1954.385,1,25.713
Park_Streight (2),0.022,1954.396,1954.418,3,26.666
DmaterialC150,0.0,1954.429,1954.429,1,25.64
Park_Streight (2),0.0,1954.44,1954.44,1,26.961
DmaterialC150,0.0,1954.451,1954.451,1,21.531
Park_Streight (2),0.011,1954.462,1954.473,2,23.754
NPC-626,0.232,1954.485,1954.717,22,9.92
Park_Streight (2),0.0,1954.729,1954.729,1,21.369
streetLight2 (14),0.011,1954.74,1954.751,2,16.318
Park_Streight (2),0.011,1954.762,1954.773,2,19.518
streetLight2 (14),0.0,1954.784,1954.784,1,16.312
Park_Streight (2),0.011,1954.796,1954.807,2,19.357
streetLight2 (14),0.055,1954.818,1954.873,6,16.267
NPC-626,0.012,1954.884,1954.896,2,10.017
Combined_2 (2),0.0,1954.907,1954.907,1,70.575
NPC-626,0.011,1954.918,1954.929,2,10.063
Combined_2 (2),0.0,1954.94,1954.94,1,70.718
NPC-626,0.1,1954.951,1955.051,10,9.921
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,1955.062,1955.073,2,36.995
NPC-626,0.0,1955.084,1955.084,1,10.084
Combined_2 (2),0.0,1955.095,1955.095,1,69.77
streetLight1Prefab (58),0.0,1955.107,1955.107,1,58.51
face_626,0.0,1955.118,1955.118,1,10.02
Bush_qilgP2_6x6x4_PF (20),0.0,1955.129,1955.129,1,33.435
NPC-626,0.0,1955.14,1955.14,1,9.906
face_626,0.033,1955.151,1955.184,4,9.998
NPC-626,0.0,1955.195,1955.195,1,9.818
face_626,0.011,1955.207,1955.218,2,10.007
NPC-626,0.011,1955.229,1955.24,2,9.951
Bush_qilgP2_6x6x4_PF (20),0.0,1955.251,1955.251,1,32.298
NPC-626,0.056,1955.262,1955.318,6,9.923
face_626,0.0,1955.329,1955.329,1,10.009
NPC-626,0.0,1955.34,1955.34,1,9.9
face_626,0.0,1955.351,1955.351,1,10.071
NPC-626,0.089,1955.362,1955.451,9,9.816
face_626,0.089,1955.462,1955.551,9,10.018
Bench_A,0.078,1955.562,1955.64,8,21.659
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1955.651,1955.651,1,28.103
Bench_A,0.055,1955.662,1955.717,6,21.565
NPC-626,0.056,1955.728,1955.784,6,9.844
materialA150,0.0,1955.795,1955.795,1,9.909
NPC-626,0.0,1955.806,1955.806,1,9.922
materialA150,0.0,1955.817,1955.817,1,10.028
NPC-626,0.466,1955.829,1956.295,43,9.901
materialA150,1.111,1956.306,1957.417,101,8.134
materialD150,0.0,1957.428,1957.428,1,6.735
materialA150,2.066,1957.439,1959.505,187,8.306
NPC-626,0.388,1959.516,1959.904,36,11.099
materialA150,1.311,1959.915,1961.226,119,9.198
NPC-626,0.389,1961.237,1961.626,36,12.294
Bush_qilgP2_6x6x4_PF (25),0.0,1961.637,1961.637,1,26.476
NPC-626,0.0,1961.649,1961.649,1,12.551
Bush_qilgP2_6x6x4_PF (25),0.0,1961.66,1961.66,1,26.457
NPC-626,0.022,1961.671,1961.693,3,12.631
Bush_qilgP2_6x6x4_PF (25),0.0,1961.704,1961.704,1,26.491
face_626,0.034,1961.715,1961.749,4,12.788
NPC-626,0.089,1961.76,1961.849,9,12.645
face_626,0.011,1961.86,1961.871,2,12.907
NPC-626,0.0,1961.882,1961.882,1,12.669
face_626,0.0,1961.893,1961.893,1,12.902
NPC-626,0.034,1961.904,1961.938,4,12.75
streetLight01,0.0,1961.949,1961.949,1,22.661
face_626,0.0,1961.96,1961.96,1,13.014
NPC-626,0.011,1961.971,1961.982,2,12.82
streetLight01,0.0,1961.993,1961.993,1,22.664
NPC-626,0.0,1962.005,1962.005,1,12.847
face_626,0.034,1962.015,1962.049,4,13.032
NPC-626,0.055,1962.06,1962.115,6,12.791
sidewalkPost02 (1),0.0,1962.127,1962.127,1,25.463
Park_Corner_A (2),0.011,1962.138,1962.149,2,22.041
sidewalkPost02 (18),0.066,1962.16,1962.226,7,17.718
Park_Corner_A (2),0.122,1962.238,1962.36,12,19.538
materialC150,0.011,1962.371,1962.382,2,16.203
materialA150,0.489,1962.393,1962.882,45,10.818
Park_Corner_A (2),0.011,1962.893,1962.904,2,18.896
sidewalkPost02 (1),0.367,1962.915,1963.282,34,25.447
NPC-626,0.011,1963.293,1963.304,2,13.93
materialA150,0.408,1963.315,1963.723,37,11.926
materialC150,0.0,1963.734,1963.734,1,14.046
Park_Corner_A (2),0.0,1963.745,1963.745,1,17.145
Bench_A,0.033,1963.901,1963.934,4,21.848
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.077,1963.946,1964.023,8,27.929
Bench_A,0.091,1964.034,1964.125,10,21.615
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1964.136,1964.136,1,27.782
Bench_A,0.055,1964.147,1964.202,6,21.504
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1964.213,1964.213,1,27.973
baum ld2(enhanced),0.0,1964.225,1964.225,1,34.539
Bush_b1_4x4x4_PF_baked_single (1),0.0,1964.236,1964.236,1,18.675
streetLight2 (15),0.056,1964.613,1964.669,6,9.375
powerCabinet,0.167,1964.802,1964.969,16,6.394
DmaterialC150,0.0,1964.98,1964.98,1,19.548
SingleZebraPrefab,0.045,1965.124,1965.169,5,37.115
DmaterialC150,0.022,1965.191,1965.213,4,30.63
SingleZebraPrefab,0.0,1965.224,1965.224,1,33.277
powerCabinet,0.156,1965.235,1965.391,15,6.618
DmaterialC150,0.002,1965.413,1965.415,2,29.403
Terrain,0.0,1965.424,1965.424,1,30.726
NPC-618,0.067,1965.435,1965.502,7,17.675
NPC-604,0.0,1965.513,1965.513,1,18.575
NPC-618,0.278,1965.524,1965.802,26,17.639
face_618,0.0,1965.813,1965.813,1,17.926
NPC-618,0.345,1965.824,1966.169,32,17.659
Terrain,0.344,1966.191,1966.535,31,20.883
PlantPot_A (5),0.0,1966.546,1966.546,1,15.541
Terrain,0.0,1966.557,1966.557,1,15.363
PlantPot_A (5),0.0,1966.568,1966.568,1,15.567
Terrain,0.0,1966.579,1966.579,1,14.93
PlantPot_A (5),0.032,1966.591,1966.623,4,15.519
Terrain,0.0,1966.634,1966.634,1,29.232
metalBench (1),0.0,1966.645,1966.645,1,50.454
Terrain,0.012,1966.656,1966.668,2,46.689
Sitting_NPC (412),0.023,1966.678,1966.701,3,49.659
metalBench (1),0.0,1966.712,1966.712,1,50.283
Terrain,0.0,1966.723,1966.723,1,48.479
metalBench (1),0.012,1966.734,1966.746,2,49.952
Terrain,0.056,1966.756,1966.812,6,45.085
PlantPot_A (5),0.011,1966.823,1966.834,2,15.873
Terrain,0.011,1966.845,1966.856,2,22.625
New_NPC (95)(Clone),0.467,1966.868,1967.335,43,8.268
Gr01 (1),0.0,1967.344,1967.344,1,46.126
New_NPC (95)(Clone),0.033,1967.356,1967.389,4,7.793
Terrain,0.0,1967.4,1967.4,1,34.219
New_NPC (91)(Clone),0.111,1967.411,1967.522,11,7.467
PlantPot_A,0.0,1967.533,1967.533,1,29.694
New_NPC (91)(Clone),0.011,1967.544,1967.555,2,7.409
PlantPot_A,0.0,1967.567,1967.567,1,29.682
New_NPC (91)(Clone),0.11,1967.578,1967.688,11,7.19
PlantPot_A,0.0,1967.699,1967.699,1,29.597
New_NPC (91)(Clone),0.289,1967.71,1967.999,27,6.785
B027,0.0,1968.01,1968.01,1,18.672
New_NPC (91)(Clone),0.0,1968.022,1968.022,1,6.513
B027,0.0,1968.033,1968.033,1,18.643
New_NPC (91)(Clone),0.278,1968.043,1968.321,26,6.279
B027,0.0,1968.332,1968.332,1,18.296
New_NPC (91)(Clone),0.034,1968.343,1968.377,4,5.935
B027,0.0,1968.388,1968.388,1,18.334
New_NPC (91)(Clone),0.011,1968.399,1968.41,2,5.884
B027,0.0,1968.421,1968.421,1,18.791
Terrain,0.0,1968.432,1968.432,1,28.049
New_NPC (95)(Clone),0.012,1968.443,1968.455,2,5.898
PlantPot_A,0.0,1968.465,1968.465,1,30.489
New_NPC (95)(Clone),0.011,1968.477,1968.488,2,5.763
face_95,0.056,1968.499,1968.555,6,5.7
New_NPC (95)(Clone),0.0,1968.567,1968.567,1,5.635
face_95,0.0,1968.577,1968.577,1,5.665
New_NPC (95)(Clone),0.0,1968.588,1968.588,1,5.589
face_95,0.012,1968.599,1968.611,2,5.602
New_NPC (95)(Clone),0.011,1968.622,1968.633,2,5.538
face_95,0.033,1968.644,1968.677,4,5.513
New_NPC (95)(Clone),0.021,1968.689,1968.71,3,5.396
face_95,0.166,1968.722,1968.888,16,5.231
New_NPC (95)(Clone),0.0,1968.899,1968.899,1,5.089
face_95,0.356,1968.91,1969.266,33,4.74
B027,0.022,1969.277,1969.299,3,17.817
face_91,0.034,1969.31,1969.344,4,4.414
New_NPC (91)(Clone),0.2,1969.354,1969.554,19,4.176
face_91,0.156,1969.565,1969.721,15,3.963
New_NPC (91)(Clone),0.033,1969.732,1969.765,4,3.852
Terrain,1.645,1969.777,1971.422,149,3.026
New_NPC (95)(Clone),0.045,1971.432,1971.477,5,2.239
Terrain,0.211,1971.488,1971.699,20,2.904
New_NPC (95)(Clone),0.212,1971.71,1971.922,20,2.241
Terrain,0.122,1971.933,1972.055,12,3.062
New_NPC (95)(Clone),0.389,1972.066,1972.455,36,2.64
Terrain,3.077,1972.466,1975.543,278,4.69
materialC150,0.0,1975.555,1975.555,1,8.128
New_NPC (91)(Clone),0.023,1975.565,1975.588,3,8.91
New_NPC (95)(Clone),0.811,1975.599,1976.41,74,8.543
New_NPC (91)(Clone),0.0,1976.421,1976.421,1,10.568
New_NPC (95)(Clone),0.022,1976.432,1976.454,3,9.458
New_NPC (91)(Clone),0.011,1976.465,1976.476,2,10.66
New_NPC (95)(Clone),1.599,1976.487,1978.086,145,10.924
sidewalkPost02 (10),0.0,1978.098,1978.098,1,23.033
New_NPC (95)(Clone),0.022,1978.109,1978.131,3,12.534
materialC150,2.254,1978.142,1980.396,204,10.663
House_2,0.0,1980.408,1980.408,1,41.746
streetLight1Prefab (21),0.0,1980.419,1980.419,1,22.504
New_NPC (85)(Clone),0.0,1980.43,1980.43,1,46.266
streetLight1Prefab (21),0.0,1980.441,1980.441,1,22.537
New_NPC (85)(Clone),0.378,1980.452,1980.83,35,46.021
House_2,0.0,1980.841,1980.841,1,35.102
New_NPC (95)(Clone),0.366,1980.852,1981.218,34,17.964
materialC150,0.012,1981.229,1981.241,2,11.869
materialA150,0.0,1981.252,1981.252,1,14.527
materialC150,0.211,1981.263,1981.474,20,11.775
materialA150,0.255,1981.485,1981.74,24,15.42
materialC150,0.0,1981.752,1981.752,1,12.964
materialA150,0.899,1981.763,1982.662,82,15.994
materialC150,0.011,1982.673,1982.684,2,20.549
Park_Corner_A (2),0.0,1982.829,1982.829,1,23.333
Terrain,0.022,1982.84,1982.862,3,37.35
Park_Corner_A (2),0.0,1982.874,1982.874,1,22.99
Gr01 (3),0.0,1982.884,1982.884,1,32.138
Park_Corner_A (2),0.0,1982.895,1982.895,1,23.274
Terrain,0.0,1982.907,1982.907,1,35.33
Park_Corner_A (2),0.011,1982.918,1982.929,2,24.054
Terrain,0.011,1982.94,1982.951,2,36.256
Park_Corner_A (2),0.0,1982.962,1982.962,1,24.157
House_1,0.011,1982.973,1982.984,2,43.668
Terrain,0.0,1982.995,1982.995,1,40.555
House_1,0.011,1983.006,1983.017,2,43.957
Bust,0.0,1983.028,1983.028,1,34.297
NPC-626,0.011,1983.04,1983.051,2,37.971
Bust,0.0,1983.062,1983.062,1,34.418
NPC-626,0.033,1983.073,1983.106,4,38.041
Bust,0.0,1983.117,1983.117,1,34.428
NPC-626,0.034,1983.128,1983.162,4,38.141
Bust,0.022,1983.173,1983.195,3,34.364
NPC-626,0.056,1983.206,1983.262,6,38.149
sidewalkPost02 (1),0.022,1983.273,1983.295,3,25.883
Bust,0.0,1983.306,1983.306,1,34.45
NPC-626,0.0,1983.317,1983.317,1,38.262
House_1,0.0,1983.328,1983.328,1,46.703
NPC-626,0.012,1983.339,1983.351,2,38.32
House_1,0.0,1983.361,1983.361,1,47.114
NPC-626,0.0,1983.373,1983.373,1,38.451
House_1,0.0,1983.384,1983.384,1,47.088
NPC-626,0.033,1983.395,1983.428,4,38.572
House_1,0.078,1983.439,1983.517,8,46.871
NPC-626,0.0,1983.528,1983.528,1,38.591
House_1,0.034,1983.539,1983.573,4,47.014
NPC-626,0.0,1983.584,1983.584,1,38.712
House_1,0.012,1983.594,1983.606,2,47.252
NPC-626,0.066,1983.617,1983.683,7,38.835
House_1,0.0,1983.695,1983.695,1,47.018
NPC-626,0.033,1983.706,1983.739,4,38.902
House_1,0.0,1983.75,1983.75,1,47.442
NPC-626,0.056,1983.761,1983.817,6,38.912
Bust,0.0,1983.828,1983.828,1,34.404
NPC-626,0.033,1983.839,1983.872,4,38.981
Bust,0.011,1983.883,1983.894,2,34.439
NPC-626,0.023,1983.905,1983.928,3,39.023
Bust,0.022,1983.939,1983.961,3,34.433
NPC-626,0.0,1983.972,1983.972,1,39.069
Bust,0.133,1983.983,1984.116,13,34.386
House_1,0.0,1984.127,1984.127,1,43.163
Bush_qilgY2_2x2x4_PF_baked_single,0.422,1984.139,1984.561,39,24.266
House_1,0.222,1984.572,1984.794,21,46.838
Bush_qilgY2_2x2x4_PF_baked_single,0.022,1984.805,1984.827,3,22.663
House_2,0.211,1984.939,1985.15,20,27.786
New_NPC (91)(Clone),0.0,1985.161,1985.161,1,27.122
