HON,length,start,end,hits,distance
Park_Center,0.0,1301.38,1301.38,1,17.753
Terrain,0.1,1301.391,1301.491,10,16.85
Park_Center,0.0,1301.502,1301.502,1,17.546
Terrain,0.0,1301.513,1301.513,1,16.19
Park_Center,0.011,1301.524,1301.535,2,18.366
Dead_Grass_02_Var2_Prefab_baked_single (1),0.0,1301.546,1301.546,1,18.909
NPC-4623,0.0,1301.557,1301.557,1,21.517
Bush_qilgP2_6x6x4_PF (32),0.011,1301.568,1301.579,2,49.355
Pavement_D_A (2),0.0,1301.59,1301.59,1,46.885
Fern_var03_Prefab_baked_single,0.022,1301.602,1301.624,3,48.166
Bush_qilgP2_6x6x4_PF (32),0.0,1301.635,1301.635,1,49.103
Fern_var03_Prefab_baked_single,0.0,1301.646,1301.646,1,48.08
Pavement_D_A (2),0.011,1301.657,1301.668,2,46.028
BasketbalcourtLines,0.0,1301.68,1301.68,1,40.642
Pavement_D_A (2),0.0,1301.69,1301.69,1,44.214
Fern_var03_Prefab_baked_single,0.0,1301.702,1301.702,1,47.984
Pavement_D_A (2),0.0,1301.713,1301.713,1,46.06
Fern_var03_Prefab_baked_single,0.0,1301.724,1301.724,1,48.006
Bush_qilgP2_6x6x4_PF (32),0.078,1301.735,1301.813,8,48.79
Fern_var03_Prefab_baked_single,0.0,1301.824,1301.824,1,48.655
Bush_qilgP2_6x6x4_PF (32),0.011,1301.835,1301.846,2,48.669
Fern_var03_Prefab_baked_single,0.0,1301.857,1301.857,1,47.767
BasketbalcourtLines,0.0,1301.868,1301.868,1,37.859
Pavement_D_A (2),0.011,1301.879,1301.89,2,45.327
BasketbalcourtLines,0.023,1301.901,1301.924,3,39.783
Park_Center,0.0,1301.935,1301.935,1,30.706
Dead_Grass_02_Var2_Prefab_baked_single (1),0.0,1301.946,1301.946,1,19.099
store2,0.688,1301.957,1302.645,58,12.57
Park_Center,0.0,1302.656,1302.656,1,19.9
store2,0.145,1302.667,1302.812,14,18.884
Park_Center,0.0,1302.823,1302.823,1,21.998
Dead_Grass_02_Var2_Prefab_baked_single (1),0.333,1302.834,1303.167,31,16.894
Park_Center,0.011,1303.267,1303.278,2,18.2
NPC-4623,0.0,1303.289,1303.289,1,17.89
Park_Center,0.0,1303.301,1303.301,1,21.009
NPC-4623,0.033,1303.312,1303.345,4,17.922
Park_Center,0.056,1303.356,1303.412,6,18.248
NPC-4623,0.0,1303.423,1303.423,1,17.572
Park_Center,0.0,1303.434,1303.434,1,15.92
NPC-4621,0.023,1303.445,1303.468,3,17.419
Park_Center,0.0,1303.479,1303.479,1,26.765
NPC-4621,0.256,1303.49,1303.746,24,17.071
face_4621,0.011,1303.757,1303.768,2,17.15
NPC-4621,0.067,1303.779,1303.846,7,16.687
BasketbalcourtLines,0.0,1303.857,1303.857,1,32.913
Bush_qilgP2_6x6x4_PF (32),0.0,1303.868,1303.868,1,45.374
BasketballHoop1Prefab,0.0,1303.879,1303.879,1,34.363
Bush_qilgP2_6x6x4_PF (32),0.044,1303.89,1303.934,5,45.975
house1,0.0,1303.946,1303.946,1,62.176
BasketballHoop1Prefab,0.2,1303.957,1304.157,19,33.472
BackBoard,0.022,1304.168,1304.19,3,33.057
BasketballHoop1Prefab,0.0,1304.201,1304.201,1,33.027
store2,0.0,1304.212,1304.212,1,44.521
brick01 (2),0.0,1304.223,1304.223,1,27.488
Dead_Grass_02_Var2_Prefab_baked_single (2),0.145,1304.234,1304.379,14,16.041
Dead_Grass_02_Var2_Prefab_baked_single (1),0.0,1304.39,1304.39,1,14.035
BasketbalcourtLines,0.0,1304.401,1304.401,1,29.539
Park_Center,0.0,1304.412,1304.412,1,27.493
BasketbalcourtLines,0.0,1304.423,1304.423,1,29.96
Dead_Grass_02_Var2_Prefab_baked_single (1),0.023,1304.434,1304.457,3,14.797
BasketbalcourtLines,0.0,1304.468,1304.468,1,30.379
Dead_Grass_02_Var2_Prefab_baked_single (1),0.044,1304.479,1304.523,5,13.731
BasketbalcourtLines,0.1,1304.534,1304.634,10,30.237
Park_Center,0.0,1304.645,1304.645,1,20.201
BasketbalcourtLines,0.0,1304.656,1304.656,1,27.321
Park_Center,0.389,1304.667,1305.056,36,14.961
BasketbalcourtLines,0.0,1305.067,1305.067,1,27.782
B18 1 (5),0.245,1305.078,1305.323,23,37.641
BasketbalcourtLines,0.0,1305.334,1305.334,1,31.833
B18 1 (6),0.211,1305.345,1305.556,20,36.37
Pavement_D_A (1),0.0,1305.567,1305.567,1,34.567
BasketbalcourtLines,0.0,1305.578,1305.578,1,26.373
Motor (1),0.0,1305.589,1305.589,1,36.142
Pavement_D_A (1),0.0,1305.601,1305.601,1,34.244
Motor (1),0.0,1305.611,1305.611,1,36.178
Pavement_D_A (1),0.0,1305.622,1305.622,1,32.134
BasketbalcourtLines,0.033,1305.634,1305.667,4,27.626
Park_Center,0.023,1305.678,1305.701,3,23.524
BasketbalcourtLines,0.0,1305.712,1305.712,1,25.196
Park_Center,0.0,1305.723,1305.723,1,24.215
BasketbalcourtLines,0.033,1305.734,1305.767,4,26.814
Park_Center,0.044,1305.778,1305.822,5,23.435
BasketbalcourtLines,0.011,1305.834,1305.845,2,25.451
Park_Center,0.078,1305.856,1305.934,8,23.404
BasketbalcourtLines,0.0,1305.945,1305.945,1,26.339
Park_Center,0.022,1305.956,1305.978,3,23.166
BasketbalcourtLines,0.011,1305.989,1306.0,2,27.594
Park_Center,0.0,1306.011,1306.011,1,22.725
BasketbalcourtLines,0.511,1306.022,1306.533,47,25.452
Park_Center,0.978,1306.544,1307.522,89,14.569
BasketbalcourtLines,0.011,1307.533,1307.544,2,24.886
Pavement_D_A (1),0.0,1307.555,1307.555,1,29.601
BasketbalcourtLines,0.244,1307.567,1307.811,23,26.353
Park_Center,0.477,1307.822,1308.299,44,5.131
Dead_Grass_02_Var2_Prefab_baked_single (3),0.455,1308.311,1308.766,42,11.809
Park_Center,0.988,1308.777,1309.765,90,8.383
Dead_Grass_02_Var2_Prefab_baked_single (5),0.522,1309.776,1310.298,48,9.167
Park_Center,0.422,1310.309,1310.731,39,7.102
Dead_Grass_02_Var2_Prefab_baked_single (5),0.0,1310.743,1310.743,1,7.654
Dead_Grass_02_Var2_Prefab_baked_single (4),0.0,1310.754,1310.754,1,8.193
Park_Center,0.011,1310.765,1310.776,2,12.334
Dead_Grass_02_Var2_Prefab_baked_single (4),0.022,1310.787,1310.809,3,8.457
Park_Center,0.045,1310.82,1310.865,5,12.373
Dead_Grass_02_Var2_Prefab_baked_single (4),0.166,1310.876,1311.042,16,8.509
Park_Center,0.011,1311.053,1311.064,2,11.457
Dead_Grass_02_Var2_Prefab_baked_single (4),0.067,1311.076,1311.143,7,8.273
Park_Center,0.0,1311.153,1311.153,1,11.228
Dead_Grass_02_Var2_Prefab_baked_single (4),0.022,1311.165,1311.187,3,8.168
Park_Center,0.0,1311.198,1311.198,1,11.191
BasketbalcourtLines,0.322,1311.209,1311.531,30,17.207
Pavement_D_A (1),0.078,1311.542,1311.62,8,22.343
BasketbalcourtLines,0.1,1311.631,1311.731,10,20.699
B18 1 (6),0.022,1311.742,1311.764,3,22.856
B18 1 (5),0.522,1311.775,1312.297,48,22.364
B18 1 (6),0.023,1312.308,1312.331,3,21.588
cardboardBoxBroken01,0.0,1312.342,1312.342,1,21.576
B18 1 (6),0.211,1312.353,1312.564,20,21.352
cardboardBoxBroken01,0.0,1312.575,1312.575,1,21.087
B18 1 (6),0.011,1312.586,1312.597,2,21.075
cardboardBoxBroken01,0.0,1312.608,1312.608,1,21.035
B18 1 (6),0.0,1312.619,1312.619,1,21.042
BasketbalcourtLines,0.012,1312.63,1312.642,2,11.546
Park_Center,0.044,1312.653,1312.697,5,8.452
Pavement_D_A (1),0.0,1312.708,1312.708,1,9.187
Park_Center,0.134,1312.719,1312.853,13,8.181
Pavement_D_A (1),0.0,1312.864,1312.864,1,8.79
BasketbalcourtLines,0.011,1312.875,1312.886,2,12.533
B18 1 (6),0.0,1312.897,1312.897,1,21.623
Pavement_D_A (2),0.011,1312.908,1312.919,2,20.893
B18 1 (6),0.0,1312.93,1312.93,1,21.762
BasketbalcourtLines,0.0,1312.942,1312.942,1,18.532
Pavement_D_A (2),0.0,1312.953,1312.953,1,21.102
BasketbalcourtLines,0.0,1312.964,1312.964,1,18.902
Pavement_D_A (2),0.0,1312.975,1312.975,1,20.29
B18 1 (6),0.0,1312.986,1312.986,1,21.689
Pavement_D_A (2),0.0,1312.997,1312.997,1,21.236
B18 1 (6),0.023,1313.008,1313.031,3,21.654
Pavement_D_A (2),0.089,1313.041,1313.13,9,21.134
B18 1 (6),0.188,1313.142,1313.33,18,21.128
Bush_qilgP2_6x6x4_PF (33),0.0,1313.341,1313.341,1,25.162
Bush_qilgP2_6x6x4_PF (32),0.0,1313.352,1313.352,1,27.282
baum ld1 mobile (6),0.0,1313.363,1313.363,1,42.746
store2,0.022,1313.375,1313.397,3,25.744
BasketballHoop1Prefab,0.0,1313.408,1313.408,1,16.022
store2,0.189,1313.419,1313.608,18,25.725
baum ld1 mobile (7),0.0,1313.619,1313.619,1,30.309
B18 1 (6),0.022,1313.63,1313.652,3,19.499
cardboardBoxBroken01,0.089,1313.663,1313.752,9,18.471
Pavement_D_A (1),0.012,1313.763,1313.775,2,18.238
cardboardBoxBroken01,0.145,1313.785,1313.93,14,18.165
Pavement_D_A (1),0.011,1313.941,1313.952,2,17.502
cardboardBoxBroken01,0.067,1313.963,1314.03,7,17.901
BasketbalcourtLines,0.522,1314.041,1314.563,48,11.756
Pavement_D_A (1),0.0,1314.574,1314.574,1,15.673
B18 1 (6),0.0,1314.585,1314.585,1,16.872
B18 1 (5),0.144,1314.652,1314.796,14,16.953
B18 1 (6),0.222,1314.807,1315.029,21,16.843
B18 1 (5),0.022,1315.041,1315.063,3,17.121
BasketballHoop1Prefab (1),0.466,1315.074,1315.54,43,9.738
B18 1 (5),0.034,1315.551,1315.585,4,16.264
Pavement_D_A (1),0.0,1315.596,1315.596,1,15.865
B18 1 (5),0.078,1315.607,1315.685,8,15.991
Pavement_D_A (1),0.022,1315.696,1315.718,3,15.759
B18 1 (5),0.011,1315.729,1315.74,2,15.817
Pavement_D_A (1),0.0,1315.752,1315.752,1,15.52
Motor (1),0.744,1315.762,1316.506,66,14.333
BasketbalcourtLines,0.544,1316.518,1317.062,50,6.051
Pavement_D_A (1),0.0,1317.073,1317.073,1,12.479
Motor (1),0.489,1317.084,1317.573,45,12.235
BasketbalcourtLines,0.455,1317.584,1318.039,42,6.378
B18 1 (5),0.022,1318.05,1318.072,3,11.02
Motor (1),0.012,1318.083,1318.095,2,10.574
B18 1 (5),0.1,1318.106,1318.206,10,10.862
Motor (1),0.677,1318.217,1318.894,62,9.312
B18 1 (5),0.0,1318.905,1318.905,1,11.19
Pavement_D_A,0.0,1318.917,1318.917,1,13.139
Pavement_D_A (1),0.011,1318.928,1318.939,2,10.676
Pavement_D_A,0.022,1318.95,1318.972,3,11.655
Pavement_D_A (1),0.189,1318.983,1319.172,18,10.195
Motor (1),0.511,1319.183,1319.694,47,7.469
Pavement_D_A (1),0.0,1319.705,1319.705,1,7.071
Motor (1),0.022,1319.716,1319.738,3,7.199
Pavement_D_A (1),0.467,1319.749,1320.216,43,6.229
Motor (1),1.41,1320.227,1321.637,128,5.027
B18 1 (5),0.0,1321.648,1321.648,1,7.502
B18 1 (1),0.222,1321.66,1321.882,21,9.416
Pavement_D_A,0.0,1321.892,1321.892,1,16.047
New_NPC (492),0.0,1321.903,1321.903,1,12.187
B18,0.0,1321.914,1321.914,1,29.623
materialC150,0.189,1321.925,1322.114,18,23.29
SingleTPrefab (2),0.011,1322.125,1322.136,2,57.415
bush01 (4),0.0,1322.148,1322.148,1,112.267
materialE150,0.0,1322.159,1322.159,1,106.046
bush01 (4),0.0,1322.17,1322.17,1,112.586
SingleTPrefab (2),0.133,1322.181,1322.314,13,45.142
materialA150,0.011,1322.325,1322.336,2,37.614
streetLight1Prefab (14),0.0,1322.347,1322.347,1,29.688
phoneBooth,0.0,1322.359,1322.359,1,66.268
Terrain,0.0,1322.37,1322.37,1,30.95
SingleTPrefab (2),0.0,1322.381,1322.381,1,65.059
Park_Corner_A (1),0.0,1322.392,1322.392,1,39.965
Busstop (1),0.0,1322.403,1322.403,1,66.475
Terrain,0.022,1322.414,1322.436,3,40.383
Park_Corner_A (1),0.0,1322.447,1322.447,1,44.343
Terrain,0.044,1322.459,1322.503,5,41.724
Park_Corner_A (1),0.011,1322.514,1322.525,2,44.876
Terrain,0.078,1322.536,1322.614,8,37.234
Park_Corner_A (1),0.0,1322.625,1322.625,1,40.854
New_NPC (99)(Clone),0.011,1322.636,1322.647,2,25.066
SingleTPrefab (2),0.0,1322.658,1322.658,1,64.263
New_NPC (99)(Clone),0.011,1322.669,1322.68,2,25.055
Busstop (1),0.0,1322.691,1322.691,1,67.399
New_NPC (99)(Clone),0.023,1322.702,1322.725,3,25.044
Park_Corner_A (3),0.0,1322.736,1322.736,1,36.697
Busstop (1),0.0,1322.747,1322.747,1,67.391
Park_Corner_A (1),0.0,1322.758,1322.758,1,52.792
SingleTPrefab (2),0.0,1322.769,1322.769,1,64.488
Busstop (1),0.0,1322.78,1322.78,1,67.293
Park_Corner_A (1),0.044,1322.792,1322.836,5,51.046
Busstop (1),0.0,1322.847,1322.847,1,67.32
Park_Corner_A (1),0.088,1322.858,1322.946,9,44.54
Busstop (1),0.0,1322.957,1322.957,1,67.183
Park_Corner_A (1),0.022,1322.969,1322.991,3,51.757
bollard2 (22),0.0,1323.002,1323.002,1,69.236
SingleTPrefab,0.0,1323.013,1323.013,1,66.937
Busstop (1),0.011,1323.024,1323.035,2,67.066
bollard1 (2),0.0,1323.047,1323.047,1,89.118
bollard2 (22),0.0,1323.057,1323.057,1,69.138
bollard2 (21),0.0,1323.068,1323.068,1,69.238
bollard2 (22),0.0,1323.079,1323.079,1,69.195
bollard2 (21),0.0,1323.09,1323.09,1,69.224
New_NPC (99)(Clone),0.0,1323.101,1323.101,1,23.664
Park_Corner_A (3),0.0,1323.113,1323.113,1,26.74
materialA150,0.0,1323.124,1323.124,1,18.478
materialC150,0.0,1323.135,1323.135,1,9.6
materialA150,0.0,1323.146,1323.146,1,13.852
streetLight1Prefab (2),0.011,1323.156,1323.167,2,12.048
materialC150,0.0,1323.178,1323.178,1,11.47
streetLight1Prefab (2),0.022,1323.19,1323.212,3,11.989
materialC150,0.044,1323.223,1323.267,5,11.168
streetLight1Prefab (2),0.0,1323.278,1323.278,1,11.846
materialC150,0.011,1323.289,1323.3,2,11.36
streetLight1Prefab (2),0.133,1323.311,1323.444,13,11.643
materialA150,0.022,1323.456,1323.478,3,14.068
materialC150,0.011,1323.489,1323.5,2,11.008
dumpster,0.634,1323.511,1324.145,58,7.493
bigMetalTrashcanEmpty,0.0,1324.156,1324.156,1,8.387
materialC150,0.166,1324.167,1324.333,16,10.32
bigMetalTrashcanEmpty,0.011,1324.344,1324.355,2,8.28
dumpster,0.433,1324.366,1324.799,35,6.559
Trashcans_mesh (3),0.0,1324.811,1324.811,1,6.49
Trashcans_mesh (4),0.522,1324.822,1325.344,48,5.706
Trashcans_mesh (3),0.011,1325.355,1325.366,2,5.444
dumpster,0.0,1325.377,1325.377,1,5.289
Trashcans_mesh (3),0.011,1325.388,1325.399,2,5.348
dumpster,0.0,1325.41,1325.41,1,5.218
Trashcans_mesh (3),0.0,1325.422,1325.422,1,5.25
dumpster,0.0,1325.433,1325.433,1,5.172
Trashcans_mesh (3),0.022,1325.444,1325.466,3,5.115
dumpster,0.0,1325.477,1325.477,1,5.068
Trashcans_mesh (3),0.023,1325.488,1325.511,3,5.061
Trashcans_mesh (4),2.043,1325.522,1327.565,185,3.987
Park_Center,0.244,1327.576,1327.82,23,9.195
Dead_Grass_02_Var2_Prefab_baked_single (5),0.0,1327.831,1327.831,1,11.792
Dead_Grass_02_Var2_Prefab_baked_single (4),0.0,1327.842,1327.842,1,11.721
Dead_Grass_02_Var2_Prefab_baked_single (5),0.301,1327.853,1328.154,28,11.83
Park_Center,0.012,1328.165,1328.177,2,8.951
Trashcans_mesh (4),0.389,1328.187,1328.576,36,4.131
Pavement_D_A (1),0.0,1328.587,1328.587,1,6.578
Park_Center,0.011,1328.598,1328.609,2,10.178
Dead_Grass_02_Var2_Prefab_baked_single (4),0.023,1328.62,1328.643,3,12.165
Park_Center,0.0,1328.654,1328.654,1,12.095
Dead_Grass_02_Var2_Prefab_baked_single (4),0.078,1328.665,1328.743,8,12.088
Park_Center,0.0,1328.753,1328.753,1,11.977
Dead_Grass_02_Var2_Prefab_baked_single (4),0.045,1328.765,1328.81,5,11.997
Park_Center,0.011,1328.821,1328.832,2,18.031
store2,0.267,1328.843,1329.11,25,21.428
Park_Center,0.257,1329.12,1329.377,24,7.709
Trashcans_mesh (4),0.233,1329.388,1329.621,22,3.008
Park_Center,0.678,1329.632,1330.31,62,11.337
Dead_Grass_02_Var2_Prefab_baked_single (4),0.011,1330.321,1330.332,2,10.176
Park_Center,0.011,1330.343,1330.354,2,17.189
Dead_Grass_02_Var2_Prefab_baked_single (5),0.0,1330.365,1330.365,1,10.745
Dead_Grass_02_Var2_Prefab_baked_single (3),0.0,1330.377,1330.377,1,11.106
Dead_Grass_02_Var2_Prefab_baked_single (4),0.099,1330.388,1330.487,10,10.052
Dead_Grass_02_Var2_Prefab_baked_single (3),0.111,1330.499,1330.61,11,10.765
Park_Center,0.011,1330.621,1330.632,2,15.256
Dead_Grass_02_Var2_Prefab_baked_single (3),0.067,1330.643,1330.71,7,10.592
Dead_Grass_02_Var2_Prefab_baked_single (5),0.0,1330.721,1330.721,1,9.759
Dead_Grass_02_Var2_Prefab_baked_single (4),0.0,1330.732,1330.732,1,9.032
Park_Center,0.267,1330.743,1331.01,25,7.479
Dead_Grass_02_Var2_Prefab_baked_single (4),0.0,1331.021,1331.021,1,8.918
Park_Center,0.044,1331.032,1331.076,5,13.297
Dead_Grass_02_Var2_Prefab_baked_single (4),0.056,1331.087,1331.143,6,8.726
Park_Center,0.022,1331.154,1331.176,3,13.776
Dead_Grass_02_Var2_Prefab_baked_single (4),0.0,1331.187,1331.187,1,8.555
Park_Center,0.0,1331.198,1331.198,1,12.707
Dead_Grass_02_Var2_Prefab_baked_single (4),0.011,1331.209,1331.22,2,8.505
Dead_Grass_02_Var2_Prefab_baked_single (5),0.011,1331.232,1331.243,2,8.806
Park_Center,0.144,1331.254,1331.398,14,16.93
Terrain,0.011,1331.409,1331.42,2,27.335
PlantPot_A (11),0.197,1331.432,1331.629,19,33.851
Terrain,0.234,1331.64,1331.874,22,22.965
Park_Center,0.224,1331.885,1332.109,21,9.646
Terrain,0.0,1332.12,1332.12,1,19.314
NPC-613,0.0,1332.131,1332.131,1,67.035
7 (2),0.046,1332.142,1332.188,5,135.571
Bush_qilgP2_6x6x4_PF (51),0.012,1332.2,1332.212,2,90.668
7 (2),0.0,1332.223,1332.223,1,135.411
Bush_qilgP2_6x6x4_PF (51),0.07,1332.234,1332.304,7,90.039
7 (2),0.011,1332.316,1332.327,2,135.184
Fountain01,0.0,1332.34,1332.34,1,126.195
7 (2),0.0,1332.351,1332.351,1,135.114
Bush_qilgP2_6x6x4_PF (51),0.0,1332.362,1332.362,1,90.372
Fountain01,0.0,1332.373,1332.373,1,125.812
7 (2),0.001,1332.385,1332.386,2,135.283
Cathedral,0.387,1332.397,1332.784,33,143.176
7 (2),0.342,1332.807,1333.149,33,134.033
Terrain,0.0,1333.161,1333.161,1,136.855
House_2,0.081,1333.172,1333.253,9,108.7
powerCabinet,0.023,1333.264,1333.287,3,70.545
Cathedral,0.011,1333.298,1333.309,2,140.201
streetLight1Prefab (21),0.012,1333.32,1333.332,2,99.956
Terrain,0.0,1333.343,1333.343,1,132.851
materialC150,0.0,1333.355,1333.355,1,88.015
streetLight1Prefab (21),0.0,1333.366,1333.366,1,99.765
NPC-604,0.0,1333.378,1333.378,1,58.159
PlantPot_A (5),0.0,1333.389,1333.389,1,61.909
PlantPot_A (11),0.0,1333.401,1333.401,1,29.92
B013,0.0,1333.413,1333.413,1,73.386
streetLight2 (38),0.0,1333.425,1333.425,1,44.527
New_NPC (52)(Clone),0.0,1333.436,1333.436,1,52.028
Park_Center,0.0,1333.447,1333.447,1,11.882
Terrain,0.25,1333.459,1333.709,24,24.148
PlantPot_A (5),0.082,1333.72,1333.802,8,61.311
streetLight2 (41),0.011,1333.814,1333.825,2,40.333
PlantPot_A (5),0.0,1333.837,1333.837,1,61.288
streetLight2 (41),0.012,1333.848,1333.86,2,40.286
PlantPot_A (5),0.047,1333.871,1333.918,5,61.16
Terrain,0.001,1333.93,1333.931,2,25.731
Park_Center,0.361,1333.942,1334.303,33,7.21
Terrain,0.012,1334.314,1334.326,2,39.739
House_2,0.038,1334.337,1334.375,5,102.086
streetLight2 (16),0.0,1334.386,1334.386,1,80.864
House_2,0.0,1334.398,1334.398,1,102.122
streetLight2 (16),0.0,1334.41,1334.41,1,80.815
House_2,0.011,1334.421,1334.432,2,101.988
streetLight2 (16),0.012,1334.443,1334.455,2,80.718
House_2,0.0,1334.467,1334.467,1,101.965
streetLight2 (16),0.056,1334.479,1334.535,6,80.599
streetLight2 (15),0.0,1334.546,1334.546,1,67.321
New_NPC (51)(Clone),0.0,1334.557,1334.557,1,41.092
House_2,0.0,1334.569,1334.569,1,103.21
New_NPC (51)(Clone),0.011,1334.581,1334.592,2,40.911
House_2,0.0,1334.603,1334.603,1,102.915
New_NPC (51)(Clone),0.136,1334.615,1334.751,13,40.57
House_2,0.012,1334.763,1334.775,3,102.722
New_NPC (51)(Clone),0.0,1334.786,1334.786,1,40.289
StreetBox02,0.0,1334.798,1334.798,1,20.34
Bush_qilgP2_6x6x4_PF (25),0.0,1334.81,1334.81,1,85.725
EU_TrafficLight_01,0.0,1334.821,1334.821,1,33.837
Bush_qilgP2_6x6x4_PF (23),0.0,1334.833,1334.833,1,56.964
Park_Streight (2),0.0,1334.844,1334.844,1,52.544
streetLight2 (10),0.0,1334.856,1334.856,1,32.602
New_NPC (72)(Clone),0.0,1334.868,1334.868,1,35.598
RedBush_Var1_Prefab_baked_single (4),0.0,1334.88,1334.88,1,47.805
streetLight2 (10),0.091,1334.891,1334.982,9,32.363
New_NPC (72)(Clone),0.0,1334.993,1334.993,1,35.343
streetLight2 (10),0.044,1335.004,1335.048,5,32.308
baum ld0(enhanced),0.0,1335.059,1335.059,1,48.272
House_1,0.0,1335.07,1335.07,1,99.657
House_2,0.012,1335.081,1335.093,2,101.752
Terrain,0.012,1335.104,1335.116,2,58.791
materialC150,0.0,1335.128,1335.128,1,78.841
streetLight2 (15),0.0,1335.14,1335.14,1,66.273
House_2,0.049,1335.151,1335.2,6,100.861
streetLight2 (15),0.0,1335.211,1335.211,1,65.97
House_2,0.092,1335.222,1335.314,9,100.687
streetLight2 (15),0.0,1335.326,1335.326,1,65.74
House_2,0.023,1335.338,1335.361,3,100.366
streetLight2 (15),0.033,1335.372,1335.405,4,65.614
House_2,0.0,1335.417,1335.417,1,100.237
streetLight2 (15),0.048,1335.428,1335.476,6,65.49
House_2,0.0,1335.487,1335.487,1,99.99
Terrain,0.011,1335.498,1335.509,2,65.784
Bush_qilgP2_6x6x4_PF (53),0.115,1335.521,1335.636,11,81.264
Terrain,0.08,1335.647,1335.727,8,53.004
Bush_qilgP2_6x6x4_PF (51),0.022,1335.738,1335.76,3,82.56
Bush_b1_4x4x4_PF_baked_single (1),0.0,1335.771,1335.771,1,81.352
Bush_qilgP2_6x6x4_PF (51),0.091,1335.782,1335.873,9,82.297
Bush_b1_4x4x4_PF_baked_single (1),0.023,1335.885,1335.908,4,81.337
Bush_qilgP2_6x6x4_PF (51),0.046,1335.92,1335.966,5,82.056
Bush_b1_4x4x4_PF_baked_single (1),0.012,1335.977,1335.989,2,81.238
Bush_qilgP2_6x6x4_PF (51),0.023,1336.0,1336.023,3,81.905
PlantPot_B_V02 (1),0.0,1336.034,1336.034,1,114.928
Cathedral,0.549,1336.045,1336.594,50,135.838
House_2,0.058,1336.617,1336.675,7,98.64
streetLight1Prefab (18),0.0,1336.687,1336.687,1,84.098
House_2,0.25,1336.698,1336.948,23,99.056
EU_TrafficLight_01 (1),0.0,1336.96,1336.96,1,31.341
House_2,0.081,1336.972,1337.053,9,99.745
SingleZebraPrefab,0.0,1337.066,1337.066,1,33.799
Terrain,0.3,1337.077,1337.377,28,19.134
Bush_qilgP2_6x6x4_PF (53),0.023,1337.389,1337.412,3,77.735
PlantPot_B_V02 (1),0.012,1337.424,1337.436,2,112.158
Bush_qilgP2_6x6x4_PF (53),0.0,1337.447,1337.447,1,76.957
NPC-618,0.0,1337.458,1337.458,1,51.07
Bush_qilgP2_6x6x4_PF (53),0.106,1337.47,1337.576,11,77.222
Cathedral,0.0,1337.586,1337.586,1,131.471
House_2,0.011,1337.598,1337.609,2,96.38
EU_TrafficLight_01 (1),0.012,1337.62,1337.632,2,29.511
House_2,0.174,1337.643,1337.817,16,98.485
EU_TrafficLight_01 (1),0.128,1337.829,1337.957,13,29.273
Bush_b1_4x4x4_PF_baked_single (1),0.0,1337.969,1337.969,1,66.101
New_NPC (99)(Clone),0.408,1337.981,1338.389,37,8.664
Terrain,0.348,1338.401,1338.749,32,8.117
New_NPC (99)(Clone),0.173,1338.76,1338.933,17,7.985
Bush_qilgY2_2x2x4_PF_baked_single,0.023,1338.945,1338.968,3,83.258
House_2,0.0,1338.98,1338.98,1,95.038
face_99,0.0,1338.991,1338.991,1,7.945
New_NPC (99)(Clone),0.0,1339.003,1339.003,1,7.792
face_99,0.0,1339.014,1339.014,1,7.936
New_NPC (99)(Clone),0.0,1339.024,1339.024,1,7.781
face_99,0.064,1339.036,1339.1,7,7.879
House_2,0.01,1339.111,1339.121,2,94.318
New_NPC (99)(Clone),0.095,1339.131,1339.226,9,7.621
House_2,0.033,1339.237,1339.27,4,93.693
New_NPC (99)(Clone),0.699,1339.282,1339.981,64,7.307
face_99,0.045,1339.992,1340.037,5,7.172
Cathedral,0.0,1340.048,1340.048,1,126.755
face_99,0.034,1340.059,1340.093,4,7.162
Cathedral,0.023,1340.103,1340.126,3,126.57
face_99,0.133,1340.137,1340.27,13,7.101
Cathedral,0.022,1340.281,1340.303,3,126.103
face_99,0.056,1340.314,1340.37,6,7.047
Cathedral,0.045,1340.381,1340.426,5,125.823
Bush_qilgP2_6x6x4_PF (53),0.089,1340.437,1340.526,9,71.412
face_99,0.044,1340.537,1340.581,5,6.937
NPC-618,0.034,1340.592,1340.626,4,44.615
face_99,0.166,1340.637,1340.803,16,6.882
Bush_qilgP2_6x6x4_PF (51),0.211,1340.815,1341.026,20,72.426
New_NPC (99)(Clone),0.245,1341.036,1341.281,23,6.511
Terrain,0.3,1341.292,1341.592,28,6.033
New_NPC (99)(Clone),0.0,1341.603,1341.603,1,6.688
Terrain,0.011,1341.614,1341.625,2,11.664
NPC-604,0.0,1341.636,1341.636,1,41.646
Terrain,0.011,1341.647,1341.658,2,57.281
NPC-604,0.0,1341.67,1341.67,1,41.624
Bush_qilgP2_6x6x4_PF (53),0.011,1341.681,1341.692,2,68.808
Terrain,0.055,1341.703,1341.758,6,57.124
Bush_b1_4x4x4_PF_baked_single (1),0.0,1341.769,1341.769,1,69.621
Terrain,0.078,1341.78,1341.858,8,53.735
New_NPC (99)(Clone),0.188,1341.87,1342.058,18,6.46
Terrain,0.023,1342.069,1342.092,3,14.647
Bush_b1_4x4x4_PF_baked_single (1),0.055,1342.103,1342.158,6,68.53
Bush_qilgP2_6x6x4_PF (51),0.01,1342.17,1342.18,2,69.61
Bush_b1_4x4x4_PF_baked_single (1),0.0,1342.192,1342.192,1,68.812
